"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Mammalia&taxon_reso=species&interval=Paleogene,Quaternary&cc=ASI&show=class"
"Access Time","Fri 2021-07-02 05:12:54 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Mammalia"
"","idreso","species"
"","cc","ASI"
"","interval","Paleogene,Quaternary"
"","timerule","major"
"","taxon_status","all"
"","show","class"
"Elapsed Time","1.87"
"Records Found","5284"
"Records Returned","5284"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus"
"1307632","occ","","","175255","Eomys orientalis","species","333281","","Eomys orientalis","species","333281","Early Oligocene","","33.9","28.4","57279","Chordata","Mammalia","Rodentia","Eomyidae","Eomys"
"1307704","occ","","","175281","n. gen. Qufutitan n. sp. zhoui","species","296304","","Qufutitan zhoui","species","296304","Middle Eocene","","48.6","37.2","57295","Chordata","Mammalia","Perissodactyla","Brontotheriidae","Qufutitan"
"1307706","occ","","","175283","n. gen. Danjiangia n. sp. pingi","species","333311","","Danjiangia pingi","species","333311","Early Eocene","","55.8","48.6","57296","Chordata","Mammalia","Perissodactyla","Brontotheriidae","Danjiangia"
"1307786","occ","","","162464","Phiomys cf. andrewsi","species","306488","","Phiomys andrewsi","species","306488","Early Oligocene","","33.9","28.4","52916","Chordata","Mammalia","Rodentia","NO_FAMILY_SPECIFIED","Phiomys"
"1307789","occ","","","162464","Metaphiomys cf. schaubi","species","315039","","Metaphiomys schaubi","species","315039","Early Oligocene","","33.9","28.4","52916","Chordata","Mammalia","Rodentia","NO_FAMILY_SPECIFIED","Metaphiomys"
"1307794","occ","","","175334","cf. Saghatherium bowni","species","333942","","Saghatherium bowni","species","333942","Early Oligocene","","33.9","28.4","52916","Chordata","Mammalia","Hyracoidea","Pliohyracidae","Saghatherium"
"1307795","occ","","","175334","cf. Thyrohyrax meyeri","species","333943","","Thyrohyrax meyeri","species","333943","Early Oligocene","","33.9","28.4","52916","Chordata","Mammalia","Hyracoidea","Pliohyracidae","Thyrohyrax"
"1307797","occ","","","175334","Phiomys cf. andrewsi","species","306488","","Phiomys andrewsi","species","306488","Early Oligocene","","33.9","28.4","52916","Chordata","Mammalia","Rodentia","NO_FAMILY_SPECIFIED","Phiomys"
"1307798","occ","","","175334","Phiomys cf. lavocati","species","170990","recombined as","Talahphiomys lavocati","species","170990","Early Oligocene","","33.9","28.4","52916","Chordata","Mammalia","Rodentia","Myophiomyidae","Talahphiomys"
"1307822","occ","","","175341","Aprotodon n. sp. lanzhouensis","species","98679","","Aprotodon lanzhouensis","species","98679","Early Miocene","","23.03","15.97","57314","Chordata","Mammalia","Perissodactyla","Rhinocerotidae","Aprotodon"
"1307823","occ","","","175342","Aprotodon lanzhouensis","species","98679","","Aprotodon lanzhouensis","species","98679","Early Miocene","","23.03","15.97","57314","Chordata","Mammalia","Perissodactyla","Rhinocerotidae","Aprotodon"
"1307824","occ","","","175343","Aprotodon lanzhouensis","species","98679","","Aprotodon lanzhouensis","species","98679","Early Miocene","","23.03","15.97","57314","Chordata","Mammalia","Perissodactyla","Rhinocerotidae","Aprotodon"
"1307825","occ","","","175344","Aprotodon lanzhouensis","species","98679","","Aprotodon lanzhouensis","species","98679","Early Miocene","","23.03","15.97","57314","Chordata","Mammalia","Perissodactyla","Rhinocerotidae","Aprotodon"
"1307826","occ","","","175345","Aprotodon lanzhouensis","species","98679","","Aprotodon lanzhouensis","species","98679","Early Miocene","","23.03","15.97","57314","Chordata","Mammalia","Perissodactyla","Rhinocerotidae","Aprotodon"
"1307827","occ","","","175346","Aprotodon lanzhouensis","species","98679","","Aprotodon lanzhouensis","species","98679","Early Miocene","","23.03","15.97","57314","Chordata","Mammalia","Perissodactyla","Rhinocerotidae","Aprotodon"
"1307828","occ","","","175347","Aprotodon lanzhouensis","species","98679","","Aprotodon lanzhouensis","species","98679","Early Miocene","","23.03","15.97","57314","Chordata","Mammalia","Perissodactyla","Rhinocerotidae","Aprotodon"
"1307829","occ","","","175348","Aprotodon lanzhouensis","species","98679","","Aprotodon lanzhouensis","species","98679","Early Miocene","","23.03","15.97","57314","Chordata","Mammalia","Perissodactyla","Rhinocerotidae","Aprotodon"
"1307830","occ","","","175349","Aprotodon lanzhouensis","species","98679","","Aprotodon lanzhouensis","species","98679","Early Oligocene","","33.9","28.4","57314","Chordata","Mammalia","Perissodactyla","Rhinocerotidae","Aprotodon"
"1307831","occ","","","175281","Eudinoceras n. sp. sishuiensis","species","333336","","Eudinoceras sishuiensis","species","333336","Middle Eocene","","48.6","37.2","57315","Chordata","Mammalia","Cimolesta","Coryphodontidae","Eudinoceras"
"1307832","occ","","","175350","Eudinoceras mongoliensis","species","101345","","Eudinoceras mongoliensis","species","101345","Early Eocene","","55.8","48.6","57316","Chordata","Mammalia","Cimolesta","Coryphodontidae","Eudinoceras"
"1307833","occ","","","175351","Eudinoceras mongoliensis","species","101345","","Eudinoceras mongoliensis","species","101345","Early Eocene","","55.8","48.6","57316","Chordata","Mammalia","Cimolesta","Coryphodontidae","Eudinoceras"
"1307834","occ","","","175352","Eudinoceras mongoliensis","species","101345","","Eudinoceras mongoliensis","species","101345","Early Eocene","","55.8","48.6","57316","Chordata","Mammalia","Cimolesta","Coryphodontidae","Eudinoceras"
"1307835","occ","","","175353","Eudinoceras mongoliensis","species","101345","","Eudinoceras mongoliensis","species","101345","Early Eocene","","55.8","48.6","57316","Chordata","Mammalia","Cimolesta","Coryphodontidae","Eudinoceras"
"1307836","occ","","","175354","Eudinoceras mongoliensis","species","101345","","Eudinoceras mongoliensis","species","101345","Early Eocene","","55.8","48.6","57316","Chordata","Mammalia","Cimolesta","Coryphodontidae","Eudinoceras"
"1307837","occ","","","174914","Eudinoceras mongoliensis","species","101345","","Eudinoceras mongoliensis","species","101345","Late Eocene","","37.2","33.9","57316","Chordata","Mammalia","Cimolesta","Coryphodontidae","Eudinoceras"
"1307842","occ","","","174759","Hyaenodon n. sp. neimongoliensis","species","333347","","Hyaenodon neimongoliensis","species","333347","Early Oligocene","","33.9","28.4","57318","Chordata","Mammalia","Hyaenodonta","Hyaenodontidae","Hyaenodon"
"1307849","occ","","","174759","Anomoemys lohiculus","species","334431","","Anomoemys lohiculus","species","50887","Early Oligocene","","33.9","28.4","57319","Chordata","Mammalia","Rodentia","Cylindrodontidae","Anomoemys"
"1307850","occ","","","174759","Tsaganomys altaicus","species","98677","","Tsaganomys altaicus","species","98677","Early Oligocene","","33.9","28.4","57319","Chordata","Mammalia","Rodentia","Bathyergidae","Tsaganomys"
"1307851","occ","","","174759","Tsaganomys minutus","species","333349","","Tsaganomys minutus","species","333348","Early Oligocene","","33.9","28.4","57319","Chordata","Mammalia","Rodentia","Bathyergidae","Tsaganomys"
"1307858","occ","","","175252","Parasminthus asiaecentralis","species","333351","","Parasminthus asiaecentralis","species","333351","Late Oligocene","","28.4","23.03","57322","Chordata","Mammalia","Rodentia","Dipodidae","Parasminthus"
"1307859","occ","","","175252","Parasminthus tangingoli","species","333352","","Parasminthus tangingoli","species","333352","Late Oligocene","","28.4","23.03","57322","Chordata","Mammalia","Rodentia","Dipodidae","Parasminthus"
"1307860","occ","","","175252","Parasminthus parvulus","species","333353","recombined as","Bohlinosminthus parvulus","species","333353","Late Oligocene","","28.4","23.03","57322","Chordata","Mammalia","Rodentia","Dipodidae","Bohlinosminthus"
"1307861","occ","","","175252","Heterosminthus lanzhouensis","species","333354","","Heterosminthus lanzhouensis","species","333354","Late Oligocene","","28.4","23.03","57322","Chordata","Mammalia","Rodentia","Dipodidae","Heterosminthus"
"1307862","occ","","","175355","Litodonomys cf. huangheensis","species","333358","","Litodonomys huangheensis","species","333358","Late Oligocene","","28.4","23.03","57322","Chordata","Mammalia","Rodentia","Dipodidae","Litodonomys"
"1307863","occ","","","175356","Heterosminthus n. sp. intermedius","species","333355","","Heterosminthus intermedius","species","333355","Early Miocene","","23.03","15.97","57322","Chordata","Mammalia","Rodentia","Dipodidae","Heterosminthus"
"1307864","occ","","","175357","Litodonomys n. sp. xishuiensis","species","333359","","Litodonomys xishuiensis","species","333359","Early Miocene","","23.03","15.97","57322","Chordata","Mammalia","Rodentia","Dipodidae","Litodonomys"
"1307983","occ","","","175379","Parasminthus asiaecentralis","species","333351","","Parasminthus asiaecentralis","species","333351","Late Oligocene","","28.4","23.03","57327","Chordata","Mammalia","Rodentia","Dipodidae","Parasminthus"
"1307984","occ","","","175380","Parasminthus asiaecentralis","species","333351","","Parasminthus asiaecentralis","species","333351","Late Oligocene","","28.4","23.03","57327","Chordata","Mammalia","Rodentia","Dipodidae","Parasminthus"
"1307985","occ","","","175381","Parasminthus asiaecentralis","species","333351","","Parasminthus asiaecentralis","species","333351","Late Oligocene","","28.4","23.03","57327","Chordata","Mammalia","Rodentia","Dipodidae","Parasminthus"
"1307986","occ","","","175382","Parasminthus asiaecentralis","species","333351","","Parasminthus asiaecentralis","species","333351","Late Oligocene","","28.4","23.03","57327","Chordata","Mammalia","Rodentia","Dipodidae","Parasminthus"
"1307987","occ","","","175383","Parasminthus asiaecentralis","species","333351","","Parasminthus asiaecentralis","species","333351","Late Oligocene","","28.4","23.03","57327","Chordata","Mammalia","Rodentia","Dipodidae","Parasminthus"
"1307988","occ","","","175379","Parasminthus tangingoli","species","333352","","Parasminthus tangingoli","species","333352","Late Oligocene","","28.4","23.03","57327","Chordata","Mammalia","Rodentia","Dipodidae","Parasminthus"
"1307989","occ","","","175379","Parasminthus parvulus","species","333353","recombined as","Bohlinosminthus parvulus","species","333353","Late Oligocene","","28.4","23.03","57327","Chordata","Mammalia","Rodentia","Dipodidae","Bohlinosminthus"
"1307991","occ","","","175379","Heterosminthus lanzhouensis","species","333354","","Heterosminthus lanzhouensis","species","333354","Late Oligocene","","28.4","23.03","57327","Chordata","Mammalia","Rodentia","Dipodidae","Heterosminthus"
"1307992","occ","","","175380","Parasminthus tangingoli","species","333352","","Parasminthus tangingoli","species","333352","Late Oligocene","","28.4","23.03","57327","Chordata","Mammalia","Rodentia","Dipodidae","Parasminthus"
"1307993","occ","","","175380","Parasminthus parvulus","species","333353","recombined as","Bohlinosminthus parvulus","species","333353","Late Oligocene","","28.4","23.03","57327","Chordata","Mammalia","Rodentia","Dipodidae","Bohlinosminthus"
"1307994","occ","","","175380","Heterosminthus lanzhouensis","species","333354","","Heterosminthus lanzhouensis","species","333354","Late Oligocene","","28.4","23.03","57327","Chordata","Mammalia","Rodentia","Dipodidae","Heterosminthus"
"1307995","occ","","","175381","Parasminthus tangingoli","species","333352","","Parasminthus tangingoli","species","333352","Late Oligocene","","28.4","23.03","57327","Chordata","Mammalia","Rodentia","Dipodidae","Parasminthus"
"1307996","occ","","","175381","Parasminthus parvulus","species","333353","recombined as","Bohlinosminthus parvulus","species","333353","Late Oligocene","","28.4","23.03","57327","Chordata","Mammalia","Rodentia","Dipodidae","Bohlinosminthus"
"1307998","occ","","","175381","Heterosminthus lanzhouensis","species","333354","","Heterosminthus lanzhouensis","species","333354","Late Oligocene","","28.4","23.03","57327","Chordata","Mammalia","Rodentia","Dipodidae","Heterosminthus"
"1307999","occ","","","175381","Litodonomys huangheensis","species","333358","","Litodonomys huangheensis","species","333358","Late Oligocene","","28.4","23.03","57327","Chordata","Mammalia","Rodentia","Dipodidae","Litodonomys"
"1308002","occ","","","175382","Parasminthus tangingoli","species","333352","","Parasminthus tangingoli","species","333352","Late Oligocene","","28.4","23.03","57327","Chordata","Mammalia","Rodentia","Dipodidae","Parasminthus"
"1308003","occ","","","175382","Parasminthus parvulus","species","333353","recombined as","Bohlinosminthus parvulus","species","333353","Late Oligocene","","28.4","23.03","57327","Chordata","Mammalia","Rodentia","Dipodidae","Bohlinosminthus"
"1308005","occ","","","175382","Heterosminthus lanzhouensis","species","333354","","Heterosminthus lanzhouensis","species","333354","Late Oligocene","","28.4","23.03","57327","Chordata","Mammalia","Rodentia","Dipodidae","Heterosminthus"
"1308006","occ","","","175383","Parasminthus tangingoli","species","333352","","Parasminthus tangingoli","species","333352","Late Oligocene","","28.4","23.03","57327","Chordata","Mammalia","Rodentia","Dipodidae","Parasminthus"
"1308007","occ","","","175383","Parasminthus parvulus","species","333353","recombined as","Bohlinosminthus parvulus","species","333353","Late Oligocene","","28.4","23.03","57327","Chordata","Mammalia","Rodentia","Dipodidae","Bohlinosminthus"
"1308009","occ","","","175383","Heterosminthus n. sp. lanzhouensis","species","333354","","Heterosminthus lanzhouensis","species","333354","Late Oligocene","","28.4","23.03","57327","Chordata","Mammalia","Rodentia","Dipodidae","Heterosminthus"
"1308010","occ","","","175383","n. gen. Litodonomys n. sp. huangheensis","species","333358","","Litodonomys huangheensis","species","333358","Late Oligocene","","28.4","23.03","57327","Chordata","Mammalia","Rodentia","Dipodidae","Litodonomys"
"1308013","occ","","","42749","Sianodon n. sp. gaowangouensis","species","333451","","Sianodon gaowangouensis","species","333451","Late Eocene","Early Oligocene","37.2","28.4","57344","Chordata","Mammalia","Perissodactyla","Amynodontidae","Cadurcodon"
"1308015","occ","","","175386","Pachycynodon n. sp. tedfordi","species","333454","recombined as","Wangictis tedfordi","species","333454","Early Oligocene","","33.9","28.4","57348","Chordata","Mammalia","Carnivora","Ursidae","Wangictis"
"1308019","occ","","","175386","Gobisorex kingae","species","115167","","Gobisorex kingae","species","115167","Early Oligocene","","33.9","28.4","57348","Chordata","Mammalia","NO_ORDER_SPECIFIED","Heterosoricidae","Gobisorex"
"1308020","occ","","","175386","Desmatolagus pusillus","species","115799","","Desmatolagus pusillus","species","115799","Early Oligocene","","33.9","28.4","57348","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1308021","occ","","","175386","Desmatolagus robustus","species","333043","","Desmatolagus robustus","species","333043","Early Oligocene","","33.9","28.4","57348","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1308022","occ","","","175386","Desmatolagus gobiensis","species","54400","","Desmatolagus gobiensis","species","54400","Early Oligocene","","33.9","28.4","57348","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1308023","occ","","","175386","Sinolagomys kansuensis","species","282773","","Sinolagomys kansuensis","species","282773","Early Oligocene","","33.9","28.4","57348","Chordata","Mammalia","Lagomorpha","Ochotonidae","Sinolagomys"
"1308025","occ","","","175386","Prosciurus n. sp. ordosicus","species","334423","","Prosciurus ordosicus","species","334423","Early Oligocene","","33.9","28.4","57608","Chordata","Mammalia","Rodentia","Aplodontidae","Prosciurus"
"1308026","occ","","","175386","Karakoromys decessus","species","54403","","Karakoromys decessus","species","54403","Early Oligocene","","33.9","28.4","57348","Chordata","Mammalia","Rodentia","Ctenodactylidae","Karakoromys"
"1308027","occ","","","175386","Tataromys plicidens","species","333042","","Tataromys plicidens","species","333042","Early Oligocene","","33.9","28.4","57348","Chordata","Mammalia","Rodentia","Ctenodactylidae","Tataromys"
